text,vulgar,hate,religious,threat,troll,Insult
কিছু অল্প খরচে খুবই ভালো নাটক করা যায় এটা দেখিয়ে দিয়েছেখুবই সুন্দর,0,0,0,0,0,0
আমাদের সঠিক ভাবে মন হারাতে দেবেন তো জুলু কাকু না মানে মন হারানোর পর মন কেড়ে নিতেও আপনাদের সময় লাগে আসলে ভালোবাসার দাম তো আপনাদের কাছে নেই,0,0,0,0,1,0
ফহিন্নি রা খেলা পারে না আবার অপরাধী গান গায় !,0,0,0,0,1,0
নিশো ভাইয়া যে গ্রেট তা আবারো প্রমাণ করে দিলা ধন্যবাদ অমি ভাইকে এরকম একটি অসাধারণ নাটক আমাদের মাঝে নিয়ে আসার জন্যে,0,0,0,0,0,0
শাহনাজ খুশি সব সময়ের মতো অসাধারণ অভিনয় করেছে,0,0,0,0,0,0
দুটো কুকুরের মধ্যে ভীষন ঝগড়া চলছে লজ্জা করে না শালা মানুষের বাচ্চা,0,0,0,0,1,0
"কত বড় ষড়যন্ত্র চলছে যে হিন্দু হয়ে পাঞ্জাবি,টুপি লাগায়ে মূর্তির সামনে বসে বুঝায় মুসলিমরা পুজা মণ্ডপে যায়!!",0,0,1,0,0,0
করোনার সময়ে না নিয়ে আসলে কি হতো না ? মানুষ বাঁচতেছে না সিরিয়াল খাও,0,0,0,0,1,0
শুধু আসাম না পশ্চিমবঙ্গ থেকে ও এই জেহাদি মুসলমানদের খেদানো হবে !,0,0,1,0,0,0
এটা মালাউনদের কারসাজী মুসলমানদের ফাসানোর জন্য,0,0,1,0,0,0
মেহজাবিন রে কেন কান্নার রোল দেয় বুজিনা সত্যি বলতে মেহজাবিন যখন কান্না করে পুরাই দিলে লাগেআরিয়ান ভাই মানেই সুপারহিট নাটক এই টাইপের নাটকে মেহজাবিন নিশু ভাই চরিত্র গুলো এতো সুন্দর করে ফুটিয়ে তুলে এক কথায় অসাধারণ তবে পরিচালক ভুল করেছিলো একটু নিশু জানতো মেহজাবিন এর বোন রাইফেলস স্কুলে পরতো সেইখানে গেলেও নিশু মেহজাবিন এর বোনের সাথে দেখা হতে পারতো পরিশেষে অসাধারণ একটা নাটক ছিলো ধন্যবাদ মিজানুর রহমান আরিয়ান নিশু মেহজাবিন কে,0,0,0,0,0,0
ডাক্তারদের কুকুরের মতো শক্ত করে মারা দরকার,0,0,0,1,0,0
পাকিস্তান একটি সন্ত্রাসী তৈয়ারি করা এবং রফতানি করা দেশ।,0,1,0,0,0,0
সব নাটক একি রকম মজা পাইলামনা,0,0,0,0,0,0
আর ১০০ জন বাকি ১০০০ পূর্ণ হতে তাই আপনাদের সাহায্যপ্রার্থী একটু দয়া করলে ভালো হয় তাহলে আমার মতো শেষ সারির ইউটিউবারও স্বপ্ন দেখতে শিখবে আপনাদের হাত ধরে,0,0,0,0,0,0
নাটক টা সত্যি অনেক ভালো লাগলো এমনিতেও নিশো ভাইয়ের নাটক ভালো লাগে লাস্ট সিন তা অনেক ভাল লাগলো,0,0,0,0,0,0
হ্যাঁ বাবা হয়েছে নোবেল কিন্তু মা হয়নি কেউ,0,0,0,0,1,0
নাটকটি উপভোগ করুনসবাইকে ঈদের শুভেচ্ছাঈদ মোবারক,0,0,0,0,0,0
বছরের শেষ দিনটিয় তোকে গালি দিতে চাই না বানচোদ.,0,0,0,0,0,0
তারেক রহমানকে চুরি বিদ্যা শিক্ষা দিয়েছে তার মা খালেদা জিয়া।তাই চোর যদি ধরা না দেয় চোরের ওস্তাদকে ধরে জেলে ঢোকান।কথায় বলেনা কান টানলে মাথা আসে,0,1,0,0,0,0
তোর মা গেছো খানকি নয়া দিগন্তকে দিয়ে চোদায় গুদির বেটা।,1,0,0,0,0,1
"কি করবেন ভাই কার দোষ দেবেন?এমন চিন্তা ভাবনার কারন এক্টাই পুলিশের উপর মানুষের আস্তার অভাব,",0,0,0,0,0,0
আপনি এটা কি বললেন আপনি বাংলাদেশের অনেক মানুষের প্রিয় আর আপনি এই একটা কথা বলে সবার চোখে ভিলেন হয়ে গেলেন। আপনি যদি কথাটা ফাজলামি করেও বলে থাকেন তারপরেও কথাটা বলা আপনার একেবারেই ঠিক হয়নি। আর কথাটা যদি আপনি সত্যি মন থেকে বলে থাকেন তাহলে আমরা চাই আপনার ফাঁশি দেওয়া হোক তা না হলে আপনাকে বাংলাদেশ থেকে বিতাড়িত করা হোক।,0,0,0,1,0,0
ওর পিছনে বাঁশ ডুকিয়ে স্লোগান শেষ দরকার,0,0,0,1,0,0
ইবানা কে অনেক সুন্দর লাগলো দেখতে অনেক সুন্দর আর অর অভিনয় কিন্তু অনেক সুন্দর হয়েছে নাইচ,0,0,0,0,0,0
আচ্ছা এই 72 হুরেরা কি বেশ্যাবৃত্তি করে?,1,0,1,0,0,0
"কবে যে ফ্লাইওভার মাথায় ভেঙ্গে পড়ে বা, আমি কবে ঢাকনা ছাড়া ম্যানহোলে ভেঙ্গে পড়ি",0,0,0,0,0,0
রেন্ডিয়ার পা চাটা গোলাম সব।,0,1,0,0,0,0
কিরনমালা সিরিয়াল শেষ হয়ছে হউক তবে কিরনের চাইতে আর ধামাক্কা সিরিয়াল তৈরী করবে ভারতীয়রা ।বর্তমান দেশে কলকাতা বাংলার যতগুলা নাটক আছে সব চমক প্রদক আবার শান্তির সোনারসংসার সহজে ভাঙ্গার মারাত্বাক টিপস সংগ্রহ করা যায় এদিকে আমাদের বাংলাদেশের শিক্ষার মান এমনেতেই অনেক কারনে পিছিয়ে আছে তার উপরে দড়ির টান লেগেই আছে সাষ্টার জলসার হ্নদয় বিদারুক কাহিনী লাগাইছে টা টা পর্যন্ত এই সময় সকল ছাএ ছাত্রিরীদের পড়া লেখার মুল্যবান সময়। না দেখলেই না চলে এমন একটা ছাত্রি বলতে পারবে আমার না দেখে চলে।প্রতিটি স্কুলে সাষ্টার,0,1,0,0,0,0
‘ঐ মোডা মাইয়্যাডার হেপি বাড্ডে ...হের বন্ধুরা কেইক কাইট্টা পুরাটা নিজেরাই খাইয়া ওহন ফুশকা খায়’,0,0,0,0,0,0
ক্যাডার কি তা আমাদের সময় আসলে দেখতি,0,0,0,0,0,0
সব ভালোবাসায় এমন কেনো বাধা আসে,0,0,0,0,0,0
কখনো এই চিন্তা মাথায় স্থান দিবা না,0,0,0,0,0,0
অশিক্ষিত কুত্তার বাচ্চা। জংগি শালা।,1,0,0,0,0,1
"যখন রিমোট নিয়ে ভাই বোনদের সাথে কাড়াকাড়ি করতে যেয়ে ভেঙে ফেলি, তখন আব্ব বলে, কাউকে ছাড় দেয়া হবে না ",0,0,0,1,0,0
বি এন পিকে একবার মাত্র তদন্ত কমিটি বানিয়ে দিন তার পর দেখবেন রাজাকার কারা প্রমানিত হয়,0,0,0,1,0,0
কি কমেন্ট করব কোনো ভাষা খুজে পাচ্ছি নাএক কথায় অসাধারণ,0,0,0,0,0,0
মাগি টারে দেখলে সেক্স কুইন এর মতে পোস্টে কমেন্ট,1,0,0,0,0,0
জাহিদ খান হিরো আলমের জুতার সমতুল্ল না,0,0,0,0,0,1
তার জবাব দেয়ার দিন এসেছে ৩০ শে ডিসেম্বর ২০১৮,0,0,0,1,0,0
গোয়া মারা শেষ সোনার বাংলদেশ,1,0,0,0,1,1
বেকিং নিউজ পরিকল্পনা মন্ত্রীর মোবাইল ফোনে পরি মণির পর্ণ ভিডিও পাওয়া গেছে । মহামান্য ছিনতাইকারী,0,0,0,0,1,0
যাকে খানকি বলছিস সে তোর গাঁড়ে লাঠি মারেনি তোর ভাগ্য ভালোখানকির ছেলে অভাবে যারা কাজ করে তাদের খেতে তো দিবি না তাদের সম্মান নষ্ট করছিস মা চোদাতে?,1,0,0,0,0,1
হাসতে হাসতে শেষ ভালো লাগছে,0,0,0,0,0,0
"আমাদের সময়, হাততালি, স্ট্যাটাস-বার এদেরই জন্য বেশী ডেডিকেটেড হউক",0,0,0,0,0,0
খুব মজা পাইলাম নাটকটা দেখে এরকম নাটক আরো হক,0,0,0,0,0,0
বলদ মুমিন,0,0,0,0,0,0
"আপনাদের মত মূর্খ,সরি!!! ভন্ড মুসলিম কি জানে মহাভারত সম্পর্কে???",0,0,1,0,0,0
"যুবলীগের কাজ হলো সম্পদশালী হওয়ার রাস্তা বের করা, বিদেশে টাকা পাচার করা, টেন্ডার বাজী করা এইছাড়া আর কোন কাজ আমি দেখিনা যুবলীগের",0,1,0,0,0,0
নামাজের দৃশ্যটা খুব ভালো লাগলো,0,0,0,0,0,0
গলায় রসি দিয়ে ফাসি দেওয়া দরকার,0,1,0,0,0,0
হাসানের অভিনয় বরাবরই ভালো লাগে এ নাটকে সে অসাধারণ চরিত্রে অভিনয় করেছে দুষ্ট বৌয়ের কথায় নিজেকে বিলিয়ে দেয়নি এটা দেখে খুব ভালো লাগছে,0,0,0,0,0,0
অসাধারন বাংলাদেশ এর নাটকের তুলনা হয়না,0,0,0,0,0,0
এরখম নাটক না করে পরলে সরাসরি নিষিদ্ধ করে দে জামায়াত কি তোদের মত বেয়ারিশ দল সব ঘোলাকে রাজাকার বানালে তোরা আর ও বাকি রইল কি আমির হয়ার আগে বল্লে না কেন,0,1,0,0,0,0
আন্তর্জাতিক ডেস্ক নোট বাতিল কাণ্ডে ভারতজুড়ে দেখা দিয়েছে নৈরাজ্য। তাতে বাদ যাবেন কেন মন্ত্রী এমপিরা। এবার মহারাষ্ট্রের সমবায়মন্ত্রী সুভাষ দেশমুখের গাড়ি থেকে লাখ টাকার মূল্যমানের নিষিদ্ধ ও এক হাজার টাকার নোট উদ্ধার করা হয়েছে। খবর আনন্দবাজার পত্রিকার।,0,1,0,0,0,0
"মাদ্রাসায় সত্যিকারের লেখাপড়া হয় না, জঙ্গী তৈরি হয় - ব্যরিস্টার তানিয়া আমির ",0,0,1,0,0,0
প্রথমে তুই ধ্বংস হবে তুই দাঁড়িওয়ালা পাঁঠাদের উস্তাদ তর নিজেরও দাড়ি আছে সালা মালাউন ফেরাউন।,0,0,1,0,0,0
"ভারতে ধর্ষণকারি আছে আছে 100 কোটি, আর মাতাল আছে 120 কোটি ",0,0,0,0,1,1
"“বাংলাদেশের এই পরিণতির জন্য, বাংলাদেশের সকল রাজনৈতিক ব্যাক্তিদায়ী”",0,0,0,0,0,0
নাস্তিক পরিবারের জন্য হুমকি।নাস্তিক সমাজের জন্য হুমকি।,0,0,1,0,0,0
অসাধারণ নাটক নামাজের বিষয়টা ভালো লাগছে,0,0,0,0,0,0
আমার দেশের নাটক গুলোই বেস্ট কেন যে মানুষ ইন্ডিয়ান সিরিয়াল দেখে নিশো আর তিশা অসাধারণ অভিনয় করেছেন ধন্যবাদ,0,0,0,0,0,0
আখম হাসান এর অভিনয় সেরাআমি ভারতীয় তাই এখানকার টিভি সিরিয়াল নির্মাণ কারিদের কাছে অনুরোধ যে বাংলাদেশের এই সব নাটক দেখুন কিছু শিখুন আর সিরিয়াল গুলি তে নিজেদের সুরুচির পরিচয় দিন,0,0,0,0,0,0
"পাপিয়ার খদ্দেরের লিষ্টে, নাকি সাধারণ সম্পাদক নাসিম সহ অনেক মন্ত্রী এমপি নেতাদের নাম ",0,1,0,0,0,0
"বেটা তুই জামাই মানুষ, এমন চেয়ারে কেন বসবি যেখানে বসলে তোর পা ঝুলে থাকে?",0,0,0,0,0,0
ঠিক মতো বাংলা বলতেই পারে না।সে আবার ডি জে।,0,0,0,0,0,1
"তোরে লাত্থি মেরে বাংলাদেশ থেকে বের করে দেওয়া উচিত। তোরে ধরে পানিতে চুবিয়ে মারা উচিৎ, তোর পাছায় ছেপ দিয়ে পুরা বাংলাদেশ ঘুরানো উচিৎ। তোর মুখে কুত্তার গু লাগিয়ে জুতার মালা পরিয়ে পুরা ঢাকা শহর ঘুরানো উচিৎ। নাস্তিকের বাচ্চা। তোর অভিনয় নাটক আমি কোনোটাই পছন্দ করতাম না। বালের মত অভিনয় করছ,তুই চাঞ্চ পাস কেমনে,পরিচালক গো তলে থেকে নাকি",0,0,0,1,0,1
গাড়ি চালাচ্ছি,0,0,0,0,0,0
"আসলে এই পয়েন্টটা মিস করি দেখেই বোধয় যেমন খুশি তেমন সাজ প্রতিযোগিতার সাজসজ্জা, কয়েকদশক থেকে একই জায়গায় আঁটকে আছে",0,0,0,0,0,0
এখন টেবিলের উপর বিক্রি শুরু করলাম,0,0,0,0,0,0
"সাফা না কাঁপা কে যেন তুই!?বাতাস কি দেখেছিস কখনো!!! তো বাতাসে কি তুর বিশ্বাস আছে???তুর কানের নিচে কষে একটা থাপ্পড় মারলে কি ব্যাথা পাবি?ব্যাথা কি দেখা যায়!ব্যাথা নামক জিনিসটা কি বাস্তবে আছে??? বাতাস তো দেখা যায় না।তো মাত্র বিশ মিনিট তুর নাক- মুখ চেপে ধরলে কেমন হবে!!!তাহলে তুর তলা ফেটে বাতাস ঠিকই বেরিয়ে যাবে।এক বস্তা লবন তুর মুখে ঢুকিয়ে দিলে কেমন হবে!!! লবনের স্বাদ আছে নিশ্চই।অতিরিক্ত লবন তিতে হয়। স্বাদ জিনিসটা দেখেছিস কি!!!???সিরাইজ্জ্যা তুর চোখে কাল মোটা কাপড় বেধে রেপ করে তুর জাম্বুড়া ফাটিয়ে দিলে নিশ্চই ব্যাথা পাবি না।কারণ যা দেখিস না তা তুই বিশ্বাস করিস না।আর ব্যাথা পেলে, ব্যথা নামক জিনিসটা কি দেখাতে পারবি????বা দেখেছিস কখনো!!! ব্যাথা কি বিশ্বাস করিস?তুকে নর্দমার কীট, বেশ্যা, মাগী,পতিতা,সমাজের কুলাঙ্গার মেয়ে, এইডস আক্রান্ত রোগী।তুর জন্মের ঠিক নাই।হাজারো ছেলের বিছানা সঙ্গী তুই।তুর মা ও মাগী।পতিতা।তুর বাবার ঠিক নাই।রাস্তায় রাস্তায় তুর মা পতিতার কাজ করে।কোন খদ্দেরের কনডম দুর্ঘটনায় তুর জন্ম।এ কথাটি বল্লে রাগ হবে নাকি? আর রাগ জিনিসটা কি জিনিস দেখেছিস কখনো!!!???রাগকে বিশ্বাস করিস কি???এমন",0,0,0,1,0,1
মানুষ শুয়ারের বাচ্চা গুলোকে ধরে গুলি চালিয়ে মারা যায়,1,0,0,1,0,0
নবী যে ৭ বছরের আয়শা কে দেখে লোভ সামলাতে পারে নাই। তার উম্মত কিভাবে সামলাবে?,0,0,1,0,0,1
খুবই সুন্দর কলা প্রদর্শন করেছেন সকলেই ভগবান সকলেরই মঙ্গল বিধান করুন,0,0,0,0,0,0
অনেক আশা নিয়ে রাত জেগে দেখলাম ভাল লাগছে অনেল ভাল্লাগছে,0,0,0,0,0,0
"একবার জদি তোরে সামনে পাইতাম,হাজার পাবলিকের মাঝখানে, তোরে লেংটা করে দিতাম,",1,0,0,0,0,1
সিওর গাঞ্জা খাইছো ভচ,0,0,0,0,0,1
অসাধারণ একটা নাটক বড় ছেলের পরে আরেকটা সুন্দর নাটক দেখলাম বাংলাদেশ যাওয়ার ইচ্ছে আছে মালদা কোলকাতা ভারত,0,0,0,0,0,0
জুতো মারার ভিডিও টা কোথায় বা দাদা বলেছেন সেই ভিডিও টাই বা কোথায় খানকি মাগি,1,0,0,0,0,1
জাস্ট অগ্নিকুন্ডের একটা গোলা,0,0,0,0,0,0
তুই নিজেও একটা ভিখারী মহিলা ছোটলোক বড় হইলে এমনি হয়,0,0,0,0,0,1
"কিছুদিন আগের কথা, রাত ১২ কি সাড়ে ১২ টা বাজে। আমাকে পুলিশ আটকালো,",0,0,0,0,0,0
স্যাটেলাইটস আকাশে না দিয়ে পোষ্ট দাতার পাছায় সাপোসিটার হিসাবে ঢুকানো উচিৎ ছিল,1,0,0,0,0,1
বাংলাদেশ গোয়েন্দা বলছে ভারত জঙ্গি ও অশ্র সাপলাই করে বর্তমান গোয়েন্দা। দালাল মিডিয়া ও মন্ত্রি দালালরা বলে পাকিস্তান থেকে আসে।এরা হিন্দূদের লিঙ্গ চোসা দালাল।,0,0,0,0,0,1
তার মানে বুঝলাম কালকে আর্জেন্টিনার প্রতিটি গোল ইকুয়েডরের গায়ে লাগেনি মনে হয় ব্রাজিল সমর্থকদের বিচিতে লেগেছে,0,0,0,0,1,0
অসাধারণ নাটক আমার কয়েকবার দেখা হয়ে গেল,0,0,0,0,0,0
পুরস্কারও পাচ্ছি,0,0,0,0,0,0
"বনানীতে দুই ছাত্রী ধর্ষণ, দেশব্যাপী তোলপাড় চলল্ওে আসামিরা ধরা ছোঁয়ার বাইরে ",0,1,0,0,0,0
এত দেখি গরু মেরে জুতা দান করার মত,0,0,0,0,0,1
এতো সুন্দর অভিনয় মুগ্ধ হইবাংলাদেশের নাটকগুলো খুব সুন্দরআমাদের পশ্চিমবঙ্গে কেন এরকম নাটক হয় না জানি নাযতসব আলতুফালতু সিরিয়ালের গুতো বাড়ির বড়দের সহ্য করে অনেক ভালোবাসা বাংলাদেশের জন্য,0,0,0,0,0,0
মানুষ উড়ে উড়ে ঘুমায় আর আমি ঘুমের ভিতরে উড়ি,0,0,0,0,1,0
দড়ি আন ছিকল আন যা ইচ্ছা আন... বাইরের এই লু-হাওয়া থামা না পর্যন্ত আমি শীতাতপ নিয়ন্ত্রিত কক্ষে হাত-পা বাঁধা অবস্থাতেও থাকতে রাজি আছি,0,0,0,0,0,0
কোন দেশনায়ক জাতি জানতে চাই। নায়ক পালিয়ে আছে কেন? অনেক টাকা খেয়ে গেছে আমার। আমার টাকা ফেরত চাই। হাশরের ময়দানে নায়ক / ফায়ক দেখবো না।মারামারি লাগাই দিবো। আমার পাওনা টাকা ফেরত দিতে হবে।,0,0,0,1,0,0
মিজান ভাই শেষের দৃশ্যটাতে অয়ন যখন সায়রাকে জড়িয়ে ধরলো আর জেরিনের ছবি দেখছিল তখন ডিলিট করে দিয়ে সায়রাকে জড়িয়ে ধরলে আরো ভাল হত,0,0,0,0,0,0
"আসলে তোমার তো মা ও বোন নেই,",0,1,0,0,0,0
এর জন্য মানুষ উপকার করতে হয় না,0,1,0,0,0,0
ছোট কিন্তু অনেক সুন্দর একটা স্ক্রিপ্ট আর ওভিনয় এর কথা আর নাই বললাম অনেক ভালো লাগল,0,0,0,0,0,0
অনেক দিন পর নাটক দেখলাম অসাধারণ একটা নাটক,0,0,0,0,0,0
আমার দেখা মিজানুর রহমান ভাইয়ের সেরা একটা গল্পএতো গুলো ভালো বাসা কলিজায় লাগছে ভাইআফরান নিশো ভাইমেহজাবিন আপুঅসাধারণ অভিনয়ভালো বাসা অবিরাম,0,0,0,0,0,0
“লুকিয়ে রাখার জায়গার অভাব আছে বাসায়? আমি ফ্যানের উপরে লুকাতে যাব কেন? নিজে বেক্কল তো তাই ভাবস পুরা দুনিয়া বেক্কল... গোপন কিছু আমি ফ্যানের উপরে লুকাতে যাব কোন দুঃখে ... হাস্যকর”,0,0,0,0,0,0
পাকিস্তানি সেনাদের গুলিতে ভারতীয় সৈনিকের মৃত্যু,0,1,0,0,0,0
রেকর্ড হবে কিনা জানিনা ... তবে চেস্টা চলছে,0,0,0,0,0,0
অনেকদিন পর নিশো ভাইয়ের ভালো একটা গল্পের নাটক পাইলাম,0,0,0,0,0,0
মহিলাদেরটা নিয়ে আমরা মজা করি কারণ তাদের বয়স সহজে চোখে পড়ে না,0,0,0,0,0,0
পুরো ফকিন্নির মতে লাগে এই জামাকাপড় গুলো কোথা থেকে চুরি করলে ?,0,0,0,0,1,0
মনডায় কয় মাগির বাচচারে টান দিয়া সাওয়া টা ছিড়তে পারতাম,1,0,0,0,0,1
"যে নুনের মতো তিতকুটে জ্ঞান দেয়, সেই আসল বন্ধু। ইতিহাস সাক্ষী আছে, নুনে কখনো পোকা ধরেনি... আর মিষ্টিতে তো প্রতিদিনই পোকা ধরে, পিঁপড়ারাও ছাড়েনি...",0,0,0,0,0,0
চোখে পানি চলে আসলো পকেটে টিস্যু নেই । বাদামওয়ালা থেকে কাগজ নিয়ে চোখ মুছলাম ।,0,0,0,0,1,0
লাইফ এ দেখা বেস্ট নাটকের ভিতর একটা এটা,0,0,0,0,0,0
মালাউনের বাচ্চারা আর কোনোদিন ভালো হবেনা,0,0,1,0,0,0
পুরাটাই আজকের আমাদের সমাজের বাস্তবতানাটকটা দারুন ছিল,0,0,0,0,0,0
এখন কি মহিলা পুলিশরা সবাই মিলে বদটাকে রেপ করবে? মহিলাটার বিরুদ্ধে স্বামী সন্তানদের সাথে প্রতারনার মামলা হয় নাই?,0,1,0,0,0,0
তার কোন ভ্রূক্ষেপ নেই,0,0,0,0,0,0
সুচির মুখে লাথি মারা উচিত ৷,0,1,0,0,0,0
রিয়াজইবানা ভালোই লাগছে জুটি টা,0,0,0,0,0,0
"ইজতেমায় লাখো মুসুল্লির ভিড়ে তাকে যদি আবার অজু করতে হয় তাহলে তো; কেডস খুলো, মুজা খুলো, ওজু করো ... তারপর আবার, মুজা পরো, কেডস পরো",0,0,0,0,0,0
সর্বসমক্ষে আসামিদের পরিবার পরিজনদের সামনে ফাঁসি দেওয়া উচিত! যে চলে গেছে সে আর ফিরবে না! কিন্তু আসামিদের তিল তিল করে দগ্ধে মারা উচিত!,0,1,0,0,0,0
কিছু অসামঞ্জস্যতা আছেতারপরেও প্রশংসনীয় আগামী তে আরো ভালো কিছু পাবো সেই প্রত্যাশা রইলো,0,0,0,0,0,0
‘কে দিয়েছে এগুলো?’,0,0,0,0,0,0
"এখন হাতের লেখা শুধু ডাক্তারদের না... এই প্রজন্মের ইঞ্জিনিয়ারদেরও খারাপ... এমবিএ করে যে ছেলেটা নতুন বের হয়েছে, তার হাতের লেখা দেখলে তার বিয়ে ভেঙ্গে যাবার যথেষ্ট সম্ভাবনা আছে",0,0,0,0,0,0
আমার লাইফে এই প্রথম নাটক দেখে কেদেছি কারন আমিও আমার ফেমেলির বড় ছেলে তাই এইরকম একটা নাটক দেয়ার জন্য পরিচালক কে ধন্যবাদ,0,0,0,0,0,0
তুই কি তাহলে ইস্কন জংগি দের দালাল ও পুটকি চাটা শুকর?,1,0,1,0,0,1
৩ হাট ঘুরে গরু আর পাই না,0,0,0,0,0,0
তোদের মুখে বাংলাদেশ আর বুকভরা ভারত,0,0,0,0,0,1
বিয়ের কয় এক মাসে যদি বাচ্চা হয়ে যায় তাইলে তো শালী দশ বেটার লগে ঘষাঘষি করছে,1,0,0,0,0,1
দেলোয়ার ভারতের মালাউন দের ।পেসাব।খেয়ে বাংলাদেশ ।পাকিস্তান বেচে ।আছে ।বড়ো কথা বলিস।কেন ।লজ্জা লাগে না ।,0,0,1,0,0,0
আরে এরশাদ সাহেবই ২ টা লাশ ফেলে টিকতে পারলো না...,0,0,0,0,0,0
চুতমারানী মন্ডলফকিন্নি শালী কথার কি চুদন,1,0,0,0,0,1
মায়ন মারের মুসলিমদের কোন খবর নাই ভারত নিয়ে মেতে আছ না হিন্দু।,0,1,0,0,0,0
টুইই... সব শেষ,0,0,0,0,0,0
"আমি বলতে শুরু করলাম, “আপনারা যেটা চাচ্ছেন সেটার সহজতম ওয়েও আছে... স্বাধীনতা নেয়া লাগবে না মিরপুরের”",0,0,0,0,0,0
নাতক তা অনেক সুন্দর ছিলদেকে চোখে জল এসে পরল,0,0,0,0,0,0
সালিরে আগে দেশে আনার ব্যবস্তা করেন আর কে জড়িত,0,0,0,0,0,0
নামাজ পড়ার আদেশ অনেক ভালো লাগলো পরিচালককে অনেক ধন্যবাদ এমন একটি গল্প লেখার জন্য,0,0,0,0,0,0
সব মিলিয়েই অসাধারণ ছিলো গল্প টাতে এটাই বুঝানো হয়েছে ভালবাসলেই ঘর বাঁধা যায় না যাকে একবার মনে যায়গা দেওয়া যায় এইমনে আর দিতীয় কাউকে জায়গা দেওয়া যায় না খুব ভালো লাগলো বাস্তবিক চিএ তুলে ধরার জন্য,0,0,0,0,0,0
তোরে শাস্তি দেওয়া হোক,0,0,0,1,0,0
মা ভাইকে বললো পোস্ট বন্ধ করে তোকে আমি শূলে চড়াবো,0,0,0,1,0,0
কাশ্মীর থেকে কন্যাকুমারী কোথাও বনধ এর কোনো প্রভাব পড়েনি । জনজীবন রাস্তাঘাট দোকান বাজার অন্য দিনের মতোই সম্পূর্ণ স্বাভাবিক । ভারতের বিরোধী দলগুলি নয় বলা উচিত ছিল কালোটাকার কারবারী কিছু ভারত বিরোধী নপুংসক দল বনধ ডেকেছে ।,0,1,0,0,0,0
মাঝখানেরটা ছেরা না ছেরি কিছুই বোঝা পারতাছিনা চুতমারানীর পোলা তুই যেই ভাবে তাকায় আছোস মনে হয় জীবনে এত বড় দুধ দেখোস নাই,1,0,0,0,0,1
নাটকটা দেখে ভালোই লাগলো তবে ১০বছর পর ছেলে কলেজে কেমনে কি,0,0,0,0,0,0
সব চেয়ে সুন্দর কথাটা ছিল নামাজ লাইফের স্টাইল অনেক সুন্দর লাগছে ধন্যবাদ পরিচালক কে,0,0,0,0,0,0
সব থেকে ভাল লেগেছে নামাজ কথা,0,0,0,0,0,0
আসুন সবাই মিলে পাচ ওয়াক্ত নামাজ আদায় করি,0,0,0,0,0,0
"ওরে জুতা পিঠা করো সবাই, মাগি নাস্তিক",1,0,1,1,0,1
ভাল্লাগছে ভাই এক কথায় অসাধারণ,0,0,0,0,0,0
নামাজের বিষয়টা ভাল্লাগছে আসলে সবকিছুর পর নামাজ উত্তম,0,0,0,0,0,0
এইখানে কি ত্রিরানবিতরণ কর্মসূচি চলতাসে ভালো সিলো,0,0,0,0,0,0
... গত শুক্রবার দুই মেয়েকে নিয়ে একটা বিয়ে বাড়িতে গেলাম,0,0,0,0,0,0
নিশো ভাইর কাছ থেকে এই রকম প্রেমের নাটক আরো দেখতে চাই নিশো ভাই+ মেহজাবিন আপু,0,0,0,0,0,0
ওরে জবাই করে,0,0,0,1,0,0
অনেক সুন্দর একটি নাটকঅনেক ভালো লেগেছে,0,0,0,0,0,0
বাংলাদেশের নাটক গুলো ও নাটকের গান গুলো খুব সুন্দরআমি ভারতবর্ষ থেকে বলছি,0,0,0,0,0,0
আওমলীগ না কি হিনদদে পোজা করে শিবির বিএনপি বলে এখন দেখ আওমলীগ খাটি মসলীম আর সব রাজাকারের দল,0,1,0,0,0,0
"রাতে বিরাতে ফোন আসে... আমি ঘুমের ঘোরেই বউকে বলি, “শিওর থাকো রক্তও লাগবে দেখে ফোন করেছে”",0,0,0,0,0,0
"ফ্যাকাল্টিরা বলতেছেন যে অফিশিয়ালি নোটিশ না পাওয়া অবধি তারা কিছুই মানতে নারাজ। এই জিনিসটাই কেউ কেমনে বুঝতেসেনা আমি জানিনা আমার বাপ মা প্যারানয়েড হয়ে গেসে অলরেডি,তাও পরশু রেইডের ডিটেইলস বলিনাই,সম্ভবত নিউজও এড়িয়ে গেছে কোনভাবে আমার ফ্যাকাল্টি বসে আছে বৃহস্পতিবার ল্যাব ফাইনাল নিবে,এই একটামাত্র রিজনে আমি বাসায় যেতে পারতেসিনা,গেলে এর মধ্যে আর আসতে পারব না । রেগুলার ভয়ে থাকি কখন কি হয়,কিছু হলে কার কাছে যাব? কে সিকিউরিটি দিবে? ল্যাব গ্রুপে আলাপ করলাম,দুজন সাপোর্ট দেয়া ছাড়া আর কেউ কিছু বলেনা,আমাদেরও যে দোষ নাই তা না,সিচুয়েশন দেখেও কেউ কিছু বলেনা,এক ল্যাব ফাইনাল দিয়েই সিজিপিএ ৪ করে ফেলবে । ল্যাব ইন্সট্রাক্টর বলল ফ্যাকাল্টিদের উপর প্রেসার নাকি কন্টিনিউ করার,তাহলে বলসি এক্সাম অন্তত পোস্টপোন করুক। আজ কালকের মধ্যেও কিছু না হলে স্যারকে বলব ইনকমপ্লিট দিয়ে দেন,আমি বাসায় চলে যাব । আমার কিছু হলে কেউ ই দেখতে আসবে না ।",0,0,0,0,0,0
